City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Current Description
329,Port Lincoln,AU,-34.7333,135.8667,54.82,80,99,overcast clouds
330,Sakakah,SA,29.9697,40.2064,89.17,20,1,clear sky
331,Bowen,AU,-20.0167,148.2333,74.48,62,1,clear sky
332,Pangnirtung,CA,66.1451,-65.7125,41.61,99,100,moderate rain
333,Alice Springs,AU,-23.7,133.8833,60.35,72,40,scattered clouds
334,Dwarka,IN,22.2394,68.9678,80.53,81,100,overcast clouds
335,Brigantine,US,39.4101,-74.3646,74.05,96,100,overcast clouds
336,Semirom,IR,31.4167,51.5667,56.35,43,0,clear sky
337,Trelew,AR,-43.249,-65.3051,54.59,49,74,broken clouds
338,Baglan,AF,36.1307,68.7083,62.29,27,1,clear sky
339,Iquique,CL,-20.2208,-70.1431,59.04,76,38,scattered clouds
340,Anstruther,GB,56.2231,-2.7023,60.85,100,40,light rain
341,Murgab,TM,37.4966,61.9714,55.27,44,0,clear sky
342,Margate,GB,51.3813,1.3862,66.9,91,70,broken clouds
343,College,US,64.8569,-147.8028,63.07,51,75,broken clouds
344,Itaituba,BR,-4.2761,-55.9836,86.61,35,98,overcast clouds
345,Jacareacanga,BR,-6.2222,-57.7528,82.92,36,0,clear sky
346,Saint-Joseph,RE,-21.3667,55.6167,71.47,76,18,few clouds
347,Tiarei,PF,-17.5333,-149.3333,84.22,69,5,clear sky
348,Khani,GE,41.9563,42.9566,63.97,63,0,clear sky
349,Zalantun,CN,48.0,122.7167,67.08,64,99,overcast clouds
350,Marzuq,YE,14.4,46.4667,79.74,47,99,light rain
351,Port-Gentil,GA,-0.7193,8.7815,74.75,84,100,overcast clouds
352,Nouakchott,MR,18.0858,-15.9785,81.32,77,66,broken clouds
353,Fernley,US,39.608,-119.2518,91.02,23,71,broken clouds
354,Rajanpur,PK,29.1035,70.325,86.99,56,0,clear sky
355,Dondo,MZ,-19.6094,34.7431,65.23,95,1,clear sky
356,Caraballeda,VE,10.6112,-66.8522,82.36,83,40,scattered clouds
357,Kirakira,SB,-10.4544,161.9205,82.44,74,73,broken clouds
358,Hjelset,NO,62.7833,7.4833,53.38,87,100,overcast clouds
359,Parfino,RU,57.9731,31.6481,48.11,76,100,overcast clouds
360,Manaquiri,BR,-3.3167,-60.35,88.25,46,21,few clouds
361,Lavrentiya,RU,65.5833,-171.0,45.36,83,100,overcast clouds
362,Prieska,ZA,-29.6641,22.7474,52.14,62,100,overcast clouds
363,Sur,OM,22.5667,59.5289,86.65,57,98,overcast clouds
364,Healdsburg,US,38.6105,-122.8692,93.97,40,75,haze
365,Scarborough,GB,54.2797,-0.4044,60.91,91,100,light rain
366,Mackenzie,CA,55.2999,-123.1698,70.02,26,0,clear sky
367,Vilhena,BR,-12.7406,-60.1458,79.07,46,100,overcast clouds
368,Gunnedah,AU,-30.9833,150.25,59.88,43,14,few clouds
369,Sawtell,AU,-30.3833,153.1,68.18,45,75,broken clouds
370,Dubna,RU,56.7333,37.1667,45.77,67,100,overcast clouds
371,Neuquen,AR,-38.9516,-68.0591,62.49,29,0,clear sky
372,Bone,DE,51.9669,12.1396,55.81,82,100,overcast clouds
373,Dawei,MM,14.0833,98.2,76.46,88,100,overcast clouds
374,Dhuwaran,IN,22.2333,72.8,79.14,90,100,moderate rain
375,Tura,IN,25.5198,90.2201,73.45,93,100,overcast clouds
376,Easley,US,34.8298,-82.6015,76.5,88,100,overcast clouds
377,Da Nang,VN,16.0678,108.2208,78.78,89,40,scattered clouds
378,Tecoanapa,MX,16.5167,-98.75,77.59,91,100,overcast clouds
379,Karratha,AU,-20.7377,116.8463,74.75,45,0,clear sky
380,Iracoubo,GF,5.4802,-53.2011,79.21,83,4,clear sky
381,Merauke,ID,-8.4667,140.3333,84.63,67,99,overcast clouds
382,Muravlenko,RU,63.7898,74.523,39.79,83,100,overcast clouds
383,Villarrica,PY,-25.75,-56.4333,57.02,64,60,broken clouds
384,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,79,0,clear sky
385,Odweyne,SO,9.4092,45.064,71.56,67,6,clear sky
386,Cururupu,BR,-1.8283,-44.8683,76.77,85,88,overcast clouds
387,Nuuk,GL,64.1835,-51.7216,47.01,76,20,few clouds
388,Kumbo,CM,6.2,10.6667,58.08,99,88,light rain
389,Bridlington,GB,54.0831,-0.1919,63.9,86,100,moderate rain
390,Sechura,PE,-5.5569,-80.8222,63.48,77,23,few clouds
391,Rotifunk,SL,8.2333,-12.6833,72.59,98,100,light rain
392,Billings,US,45.7833,-108.5007,83.97,23,40,smoke
393,Athabasca,CA,54.7169,-113.2854,72.01,41,100,overcast clouds
394,Olafsvik,IS,64.8945,-23.7142,48.92,60,100,overcast clouds
395,Iralaya,HN,15.0,-83.2333,81.43,84,11,few clouds
396,Avera,US,33.194,-82.5271,77.56,92,100,overcast clouds
397,Grand Gaube,MU,-20.0064,57.6608,68.4,74,12,few clouds
398,Severo-Kurilsk,RU,50.6789,156.125,56.57,79,48,scattered clouds
399,Tatarbunary,UA,45.8373,29.6142,64.22,70,98,overcast clouds
400,Breves,BR,-1.6822,-50.4803,78.87,71,86,overcast clouds
401,Khonsa,IN,27.0167,95.5667,70.41,87,79,broken clouds
402,San Ignacio,BZ,17.1561,-89.0714,76.75,99,100,overcast clouds
403,San Francisco,US,37.7749,-122.4194,87.12,79,75,broken clouds
404,Kos,GR,36.8933,27.2889,74.64,80,0,clear sky
405,Najran,SA,17.4924,44.1277,75.85,25,54,broken clouds
406,Sertanopolis,BR,-23.0586,-51.0364,68.07,67,33,scattered clouds
407,Atbasar,KZ,51.8,68.3333,42.66,77,83,broken clouds
408,Parasia,IN,22.2,78.7667,70.34,97,67,light rain
409,Permet,AL,40.2336,20.3517,63.46,92,0,clear sky
410,Kaitangata,NZ,-46.2817,169.8464,56.03,54,100,overcast clouds
411,Goure,NE,13.9835,10.2704,81.01,59,39,scattered clouds
412,Guerrero Negro,MX,27.9769,-114.0611,77.88,74,5,clear sky
413,Naples,IT,40.8333,14.25,77.76,76,0,clear sky
414,Lazaro Cardenas,MX,17.9583,-102.2,79.47,86,100,overcast clouds
415,Morehead,US,37.2711,-87.1764,72.0,82,100,overcast clouds
416,Hirara,JP,24.8,125.2833,77.27,100,75,heavy intensity shower rain
417,Arvika,SE,59.6553,12.5852,50.61,93,58,broken clouds
418,Port Hardy,CA,50.6996,-127.4199,62.78,77,75,broken clouds
419,Benemerito De Las Americas,MX,16.5167,-90.6439,74.71,99,100,overcast clouds
420,Terrace,CA,54.5163,-128.6035,75.11,35,0,clear sky
421,Arlit,NE,18.7369,7.3853,92.01,11,6,clear sky
422,Velingara,SN,13.15,-14.1167,73.38,98,100,moderate rain
423,Peterhead,GB,57.5058,-1.7981,58.5,97,100,overcast clouds
424,Salinopolis,BR,-0.6136,-47.3561,79.61,83,90,overcast clouds
425,Yima,CN,34.7381,111.8839,72.57,56,0,clear sky
426,Bereda,ES,43.2686,-7.5406,65.57,98,87,overcast clouds
427,Meulaboh,ID,4.1363,96.1285,77.61,83,96,overcast clouds
428,Kutum,SD,14.2,24.6667,77.16,37,89,overcast clouds
429,Talnakh,RU,69.4865,88.3972,38.21,91,100,light rain
430,Salaverry,PE,-8.2333,-78.9667,59.38,86,61,broken clouds
431,Saint-Francois,FR,46.4154,3.9054,54.84,82,0,clear sky
432,Pocao De Pedras,BR,-4.6667,-44.85,81.34,57,73,broken clouds
433,Lara,AU,-38.0167,144.4,56.77,73,55,broken clouds
434,Safaga,EG,26.7292,33.9365,86.02,38,0,clear sky
435,Roald,NO,62.5833,6.1333,53.33,93,75,broken clouds
436,Bose,IT,45.4612,8.0137,65.21,70,24,few clouds
437,Kholodnyy,RU,62.7167,147.95,43.81,44,100,overcast clouds
438,Mattru,SL,7.6244,-11.8332,72.18,98,100,overcast clouds
439,Roma,US,43.2128,-75.4557,66.69,93,100,overcast clouds
440,Chara,RU,56.9064,118.2631,49.55,53,6,clear sky
441,Torzhok,RU,57.0436,34.9622,44.06,74,100,overcast clouds
442,Kabo,CF,7.6994,18.629,70.59,98,100,light rain
443,Epinal,FR,48.1833,6.45,53.15,92,11,few clouds
444,Mazagao,BR,-0.115,-51.2894,82.45,83,57,broken clouds
445,Amapa,BR,1.0,-52.0,73.54,84,57,broken clouds
446,Borovoy,RU,55.4333,86.0833,49.28,100,75,broken clouds
447,Zinder,NE,13.8072,8.9881,82.26,59,62,broken clouds
448,Deer Lake,CA,49.1667,-57.4316,51.66,93,0,clear sky
449,Road Town,VG,18.4167,-64.6167,82.49,83,40,scattered clouds
450,Synya,RU,65.3718,58.0387,42.12,98,100,overcast clouds
451,Ilheus,BR,-14.7889,-39.0494,71.42,100,20,few clouds
452,Komsomolskiy,UZ,40.4272,71.7189,63.32,48,63,broken clouds
453,Constitucion,CL,-35.3333,-72.4167,51.17,75,94,overcast clouds
454,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.39,78,95,overcast clouds
455,Brae,GB,60.3964,-1.353,55.92,96,100,light rain
456,Iqaluit,CA,63.7506,-68.5145,44.33,81,75,broken clouds
457,Gabriel Leyva Solano,MX,25.6667,-108.6417,93.02,71,1,clear sky
458,Arraial Do Cabo,BR,-22.9661,-42.0278,67.23,70,93,overcast clouds
459,Makokou,GA,0.5738,12.8642,69.03,98,100,light rain
460,Zhengjiatun,CN,43.5064,123.5064,71.78,68,16,few clouds
461,Saint-Leu,RE,-21.15,55.2833,71.96,78,0,clear sky
462,Columbia,US,34.0007,-81.0348,80.47,84,75,broken clouds
463,Aykhal,RU,66.0,111.5,35.42,99,100,overcast clouds
464,Bandarbeyla,SO,9.4942,50.8122,78.69,73,100,overcast clouds
465,Ranong,TH,9.9658,98.6348,75.13,81,100,overcast clouds
466,Ambon,ID,-3.6954,128.1814,78.94,94,75,broken clouds
467,Dorfen,DE,48.2667,12.15,53.83,93,0,clear sky
468,Katobu,ID,-4.9408,122.5276,83.43,61,100,overcast clouds
469,Kaka,TM,37.3482,59.6143,59.95,25,0,clear sky
470,Calama,CL,-22.4667,-68.9333,55.89,19,6,clear sky
471,Vila,PT,42.0304,-8.1588,63.48,85,100,overcast clouds
472,Kyshtovka,RU,56.555,76.6271,34.66,88,43,scattered clouds
473,Khash,IR,28.2211,61.2158,68.61,29,0,clear sky
474,Dhemaji,IN,27.4833,94.5833,73.47,90,61,broken clouds
475,Saint Anthony,US,45.0205,-93.218,69.73,51,0,clear sky
476,Maniitsoq,GL,65.4167,-52.9,40.77,99,100,light rain
477,Bogorodskoye,RU,56.55,37.8833,46.11,66,100,overcast clouds
478,Biak,ID,-0.9131,122.8766,78.17,76,100,overcast clouds
479,Wewak,PG,-3.5534,143.6268,81.05,76,100,overcast clouds
480,Jose Bonifacio,BR,-21.0528,-49.6883,78.06,43,62,broken clouds
481,Gafanha Da Encarnacao,PT,40.6181,-8.733,72.77,84,100,overcast clouds
482,Kasama,ZM,-10.2129,31.1808,62.67,53,13,few clouds
483,Ust-Koksa,RU,50.2696,85.6108,42.93,85,100,overcast clouds
484,Toyo,PH,10.7333,125.0167,87.73,63,55,broken clouds
485,Olinda,BR,-8.0089,-34.8553,76.73,69,40,scattered clouds
486,Bikaner,IN,28.0167,73.3,87.24,52,59,broken clouds
487,Necochea,AR,-38.5473,-58.7368,52.09,53,100,overcast clouds
488,Winchester,GB,51.0651,-1.3187,63.68,93,40,mist
489,Fujin,CN,47.26,132.0322,68.88,79,100,overcast clouds
490,Chumikan,RU,54.7183,135.315,45.12,92,100,moderate rain
491,Banda Aceh,ID,5.5577,95.3222,80.98,75,100,overcast clouds
492,Patu,BR,-6.11,-37.6367,76.93,63,63,broken clouds
493,Tadine,NC,-21.55,167.8833,78.17,68,0,clear sky
494,Kaeo,NZ,-35.1,173.7833,61.07,85,71,broken clouds
495,Lahat,ID,-3.8,103.5333,75.29,94,99,overcast clouds
496,Garmsar,IR,35.2182,52.3409,74.05,43,0,clear sky
497,Mutis,CO,6.2262,-77.4044,77.5,89,100,light rain
498,Praia,CV,14.9215,-23.5087,78.17,82,10,clear sky
499,Mendi,PG,-6.1761,143.6513,65.35,77,88,overcast clouds
500,Kamenka,RU,51.3223,42.7678,49.8,56,100,overcast clouds
501,Carballo,ES,43.213,-8.691,70.9,87,100,overcast clouds
502,Enshi,CN,30.3,109.4833,73.49,76,1,clear sky
503,Fairbanks,US,64.8378,-147.7164,63.09,50,40,scattered clouds
504,Chardara,KZ,41.2547,67.9692,54.28,51,0,clear sky
505,Ndele,CF,8.4109,20.6473,70.68,98,97,overcast clouds
506,Wagar,SD,16.1525,36.2032,86.4,58,100,overcast clouds
507,Dawlatabad,AF,36.4141,64.9053,57.6,23,0,clear sky
508,Jacqueville,CI,5.2052,-4.4146,73.24,92,21,few clouds
509,Bestobe,KZ,52.4994,73.0975,43.05,77,16,few clouds
510,Uarini,BR,-2.99,-65.1083,78.01,76,76,broken clouds
511,Olden,NO,61.8364,6.8064,50.74,83,100,overcast clouds
512,Nanyuki,KE,0.0167,37.0728,55.96,84,20,few clouds
513,Odesskoye,RU,54.2111,72.9651,39.18,81,0,clear sky
514,Sabang,ID,5.8933,95.3214,81.79,73,100,overcast clouds
515,Hayden,US,47.766,-116.7866,79.48,32,0,haze
516,Salamiyah,SY,35.0113,37.0532,70.05,59,0,clear sky
517,Montepuez,MZ,-13.1256,38.9997,64.42,92,57,broken clouds
518,Cap Malheureux,MU,-19.9842,57.6142,67.46,74,11,few clouds
519,Itajuipe,BR,-14.6781,-39.375,70.59,99,13,few clouds
520,Maraa,BR,-1.8333,-65.3667,76.3,82,20,few clouds
521,Tamano,JP,34.4833,133.95,84.88,73,11,few clouds
522,Huarmey,PE,-10.0681,-78.1522,61.63,83,75,broken clouds
523,Hami,CN,42.8,93.45,82.4,15,2,clear sky
524,Acarau,BR,-2.8856,-40.12,77.76,83,38,scattered clouds
525,Dera Ghazi Khan,PK,30.0561,70.6348,86.02,54,0,clear sky
526,Gigmoto,PH,13.7796,124.39,84.97,74,100,overcast clouds
527,Kumluca,TR,36.3703,30.2869,79.39,47,0,clear sky
528,Mandan,US,46.8267,-100.8896,80.58,28,0,clear sky
529,Burns Lake,CA,54.2331,-125.7533,72.82,31,7,clear sky
530,Atocha,BO,-20.9333,-66.2333,44.01,17,24,few clouds
531,Polson,US,47.6936,-114.1632,71.49,56,10,clear sky
532,Natal,BR,-5.795,-35.2094,79.02,78,20,few clouds
533,Mezen,RU,65.8522,44.24,43.79,94,100,overcast clouds
534,Prestea,GH,5.4327,-2.1428,70.09,98,89,overcast clouds
535,Trogir,HR,43.5125,16.2517,68.05,42,0,clear sky
536,Gushikawa,JP,26.3544,127.8686,83.79,84,0,clear sky
537,Frontera,MX,26.9333,-101.45,87.55,42,40,scattered clouds
538,Yakeshi,CN,49.2833,120.7333,57.49,69,100,overcast clouds
539,Rypefjord,NO,70.6333,23.6667,46.87,100,75,broken clouds
540,Otofuke,JP,42.9917,143.2003,61.75,83,100,overcast clouds
541,Russell,US,32.3502,-85.1999,79.88,83,40,scattered clouds
542,Baryshivka,UA,50.361,31.3217,52.92,96,100,overcast clouds
543,Hope,US,33.6671,-93.5916,80.65,63,79,broken clouds
544,Colares,PT,38.7992,-9.4469,72.34,79,100,light rain
545,Rehau,DE,50.25,12.0333,54.0,99,100,overcast clouds
546,Cairns,AU,-16.9167,145.7667,84.07,68,75,broken clouds
547,Tonantins,BR,-2.8731,-67.8022,76.12,86,41,scattered clouds
548,Sitka,US,57.0531,-135.33,60.69,63,75,broken clouds
549,Huilong,CN,31.8111,121.655,79.93,85,100,overcast clouds
550,Shingu,JP,33.7333,135.9833,81.81,74,89,overcast clouds
551,Liwale,TZ,-9.7667,37.9333,62.76,97,44,scattered clouds
552,Pervomayskiy,RU,53.2485,40.2871,50.27,63,100,overcast clouds
553,Marrakesh,MA,31.6315,-8.0083,77.07,65,40,scattered clouds
554,Seymchan,RU,62.8833,152.4333,45.41,73,100,overcast clouds
555,Yumen,CN,40.2833,97.2,66.04,27,0,clear sky
556,Belmonte,BR,-15.8631,-38.8828,70.03,73,5,clear sky
557,Nsukka,NG,6.8561,7.3927,67.17,99,93,overcast clouds
558,Vengerovo,RU,55.6848,76.7471,37.87,85,100,overcast clouds
559,Port Macquarie,AU,-31.4333,152.9167,67.89,59,89,overcast clouds
560,Kieta,PG,-6.2167,155.6333,84.24,65,20,few clouds
561,Valdivia,CL,-39.8142,-73.2459,46.22,93,93,overcast clouds
562,Machala,EC,-3.2667,-79.9667,69.64,88,66,broken clouds
563,Katherine,AU,-14.4667,132.2667,86.32,51,0,clear sky
564,Sembakung,ID,3.8167,117.25,83.21,72,100,overcast clouds
565,Mount Isa,AU,-20.7333,139.5,76.77,31,40,scattered clouds
566,Yilan,TW,24.757,121.753,82.36,99,100,overcast clouds
567,Okato,NZ,-39.2,173.8833,60.91,86,100,light rain
568,Vao,NC,-22.6667,167.4833,72.3,84,37,scattered clouds
569,Boa Vista,BR,2.8197,-60.6733,82.38,87,40,scattered clouds
570,Bathsheba,BB,13.2167,-59.5167,83.01,74,20,few clouds
571,Coronado,US,32.6859,-117.1831,85.03,75,40,scattered clouds
572,Atamanovka,RU,51.93,113.63,43.23,50,13,few clouds
573,Emirdag,TR,39.0197,31.15,65.25,59,0,clear sky
574,Pokhara,NP,28.2333,83.9833,71.2,91,100,overcast clouds
575,Doka,SD,13.5167,35.7667,71.02,96,35,scattered clouds
576,Tapiramuta,BR,-11.8472,-40.7914,64.29,71,11,few clouds
577,Manokwari,ID,-0.8667,134.0833,81.82,70,93,overcast clouds
578,Hounde,BF,11.5,-3.5167,73.02,89,73,light rain
579,Kuching,MY,1.55,110.3333,77.22,88,20,few clouds
580,Isla Mujeres,MX,21.2311,-86.731,82.45,84,99,overcast clouds
581,Santo Domingo,DO,18.5001,-69.9886,82.04,94,72,broken clouds
582,Tautira,PF,-17.7333,-149.15,78.69,72,16,light rain
583,Yerbogachen,RU,61.2767,108.0108,46.38,79,23,few clouds
584,Ushtobe,KZ,45.2514,77.9838,53.47,64,0,clear sky
585,Narasannapeta,IN,18.4167,84.05,80.4,86,100,moderate rain
586,Gizo,SB,-8.103,156.8419,83.1,71,16,light rain
587,Thayetmyo,MM,19.3167,95.1833,75.02,97,100,overcast clouds
588,Alihe,CN,50.5667,123.7167,49.98,95,100,overcast clouds
589,Sumbe,AO,-11.2061,13.8437,69.21,91,0,clear sky
590,Teguldet,RU,57.3064,88.1667,42.06,95,100,light rain
591,High Rock,BS,26.6208,-78.2833,84.22,70,13,few clouds
592,Berdigestyakh,RU,62.0989,126.6992,44.38,80,94,overcast clouds
593,Taltal,CL,-25.4,-70.4833,56.34,74,0,clear sky
594,Sorland,NO,67.667,12.6934,49.86,82,100,overcast clouds
595,Chingirlau,KZ,51.095,54.0814,51.58,48,100,overcast clouds
596,Nome,US,64.5011,-165.4064,51.87,93,100,mist
597,Akureyri,IS,65.6835,-18.0878,44.53,93,100,overcast clouds
598,Padang,ID,-0.9492,100.3543,73.45,74,100,overcast clouds
599,Gazli,UZ,40.1333,63.45,57.18,44,0,clear sky
600,Cameta,BR,-2.2444,-49.4958,80.87,78,100,overcast clouds
601,Kolda,SN,12.8833,-14.95,73.71,98,100,light rain
602,Nautla,MX,20.2167,-96.7833,80.19,77,6,clear sky
603,Dryden,CA,49.7833,-92.7503,62.89,51,0,clear sky
604,Pinerovka,RU,51.562,43.0689,49.89,57,100,overcast clouds
605,Bantry,IE,51.6833,-9.45,61.79,99,100,overcast clouds
606,Waitati,NZ,-45.75,170.5667,54.81,74,100,overcast clouds
607,Ketchikan,US,55.3422,-131.6461,64.87,48,0,clear sky
608,Cabedelo,BR,-6.9811,-34.8339,74.07,80,24,few clouds
609,Socastee,US,33.6835,-78.9984,81.07,84,0,clear sky
610,Conceicao Da Barra,BR,-18.5933,-39.7322,71.4,82,100,overcast clouds
611,Srednekolymsk,RU,67.45,153.6833,41.67,89,100,overcast clouds
612,Nikopol,UA,47.5712,34.3964,61.54,64,81,broken clouds
613,Waingapu,ID,-9.6567,120.2641,83.62,64,3,clear sky
614,Liuli,TZ,-11.0833,34.6333,73.78,61,0,clear sky
615,Sept-Iles,CA,50.2001,-66.3821,56.05,98,100,fog
616,Westport,US,41.1415,-73.3579,69.57,85,100,overcast clouds
617,Great Falls,US,47.5002,-111.3008,85.66,12,20,haze
618,Ilulissat,GL,69.2167,-51.1,48.22,71,100,overcast clouds
619,Axim,GH,4.8699,-2.2405,73.65,90,62,broken clouds
620,Nemuro,JP,43.3236,145.575,65.61,81,59,broken clouds
621,Flin Flon,CA,54.7682,-101.865,62.73,34,0,clear sky
622,Thai Binh,VN,20.45,106.3333,81.14,80,79,broken clouds
623,Innisfail,AU,-17.5333,146.0333,77.02,68,71,broken clouds
624,Pedernales,DO,18.0384,-71.744,83.19,75,53,broken clouds
625,Upata,VE,8.0086,-62.3989,78.19,93,52,broken clouds
626,Caborca,MX,30.5838,-111.101,88.23,46,0,clear sky
627,Tres Lagoas,BR,-20.7511,-51.6783,80.96,45,0,clear sky
628,Adre,TD,13.4667,22.2,77.67,46,100,overcast clouds
629,Egvekinot,RU,66.3167,-179.1667,41.97,56,87,overcast clouds
630,Moletai,LT,55.2333,25.4167,47.25,98,100,overcast clouds
631,Bambanglipuro,ID,-7.95,110.2833,80.11,78,69,broken clouds
632,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,56.05,44,0,clear sky
633,Dudinka,RU,69.4058,86.1778,38.62,93,100,overcast clouds
634,Kendari,ID,-3.945,122.4989,82.33,73,95,overcast clouds
635,Daru,PG,-9.0763,143.2092,80.53,84,96,overcast clouds
636,Sheregesh,RU,52.9209,87.9869,48.47,95,29,scattered clouds
637,Aras,ES,42.5617,-2.356,77.43,65,0,clear sky
638,Lukaya,UG,-0.1489,31.8748,64.51,84,100,overcast clouds
639,Abu Kamal,SY,34.4506,40.9171,84.78,24,0,clear sky
640,Nagorsk,RU,59.3172,50.8078,36.25,96,8,clear sky
641,Soyo,AO,-6.1349,12.3689,71.91,89,12,few clouds
642,Kautokeino,NO,69.0125,23.0412,44.26,79,100,overcast clouds
643,Caruray,PH,10.3094,119.0128,84.15,74,99,overcast clouds
644,Mazabuka,ZM,-15.856,27.748,65.79,34,0,clear sky
645,Celestun,MX,20.8667,-90.4,81.52,82,98,overcast clouds
646,Lumeje,AO,-11.55,20.7833,66.24,26,5,clear sky
647,Ucluelet,CA,48.9329,-125.5528,65.08,80,25,scattered clouds
648,Mufumbwe,ZM,-13.6833,24.8,58.68,26,0,clear sky
649,Chesterton,US,41.6106,-87.0642,63.57,91,100,overcast clouds
650,Ajdabiya,LY,30.7554,20.2263,76.96,70,0,clear sky
651,Tete,MZ,-16.1564,33.5867,73.8,45,0,clear sky
652,Mabaruma,GY,8.2,-59.7833,74.98,90,23,few clouds
653,Whitehorse,CA,60.7161,-135.0538,63.01,35,40,scattered clouds
654,Alnashi,RU,56.1874,52.4792,41.77,90,73,light rain
655,San Cristobal,VE,7.7669,-72.225,77.18,96,24,few clouds
656,Huanren,CN,41.2647,125.3667,73.27,67,1,clear sky
657,Seara,PT,41.1818,-7.8003,68.95,62,100,overcast clouds
658,Matara,LK,5.9485,80.5353,76.19,92,95,overcast clouds
659,Beringovskiy,RU,63.05,179.3167,46.72,74,64,broken clouds
660,Manbij,SY,36.5281,37.9549,73.27,60,0,clear sky
661,Namuac,PH,18.6109,121.1657,84.47,67,31,scattered clouds
662,Kosh-Agach,RU,50.0,88.6667,47.41,74,100,light rain
663,Vanavara,RU,60.34,102.2797,46.62,79,36,scattered clouds
